"Gene","FBgn","Sub-group","Sub-sub-group","Confidence","Comments"
"Cpr100A","FBgn0039805","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr11A","FBgn0030394","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr11B","FBgn0030398","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr12A","FBgn0030494","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr23B","FBgn0031467","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr30B","FBgn0032125","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr30F","FBgn0051876","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr31A","FBgn0053302","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr35B","FBgn0028871","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr47Ea","FBgn0033597","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr47Eb","FBgn0033598","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr47Ec","FBgn0033600","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr47Ed","FBgn0033601","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr47Ee","FBgn0033602","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr47Ef","FBgn0033603","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr47Eg","FBgn0086519","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr49Aa","FBgn0050045","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr49Ab","FBgn0050042","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr49Ac","FBgn0033725","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr49Ad","FBgn0033726","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr49Ae","FBgn0033728","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr49Af","FBgn0033729","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr49Ag","FBgn0033730","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr49Ah","FBgn0033731","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr50Ca","FBgn0033867","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr50Cb","FBgn0033869","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr51A","FBgn0033942","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr56F","FBgn0034499","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr57A","FBgn0034517","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr5C","FBgn0029811","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr60D","FBgn0050163","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr62Ba","FBgn0035279","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr62Bb","FBgn0035280","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr62Bc","FBgn0035281","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr64Aa","FBgn0035510","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr64Ab","FBgn0035511","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr64Ac","FBgn0035512","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr64Ad","FBgn0035513","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Au","FBgn0042119","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Av","FBgn0052405","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Aw","FBgn0052404","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Ax1","FBgn0086900","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Ax2","FBgn0042118","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr65Ay","FBgn0085300","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Az","FBgn0035686","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Ea","FBgn0035735","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Eb","FBgn0035736","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr65Ec","FBgn0035737","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr66Cb","FBgn0035875","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr66D","FBgn0052029","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr67B","FBgn0035985","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr67Fa1","FBgn0036108","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr67Fa2","FBgn0036109","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr67Fb","FBgn0036110","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr72Ea","FBgn0036617","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr72Eb","FBgn0036618","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr72Ec","FBgn0036619","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr73D","FBgn0036680","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr76Ba","FBgn0036878","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr76Bb","FBgn0036879","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr76Bc","FBgn0036880","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr76Bd","FBgn0036881","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr78Ca","FBgn0037067","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr78Cb","FBgn0037068","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr78Cc","FBgn0037069","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr78E","FBgn0037114","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr92A","FBgn0038714","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Cpr92F","FBgn0038819","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr97Ea","FBgn0039480","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Cpr97Eb","FBgn0039481","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Crys","FBgn0005664","Drosophila Matrisome Genes","Apical Matrix","","R&R Chitin-binding-domain-containing Proteins"
"CtsB1","FBgn0030521","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Cathepsin"
"cv-2","FBgn0000395","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","",""
"Cys","FBgn0004629","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","",""
"dally","FBgn0263930","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Glypican"
"daw","FBgn0031461","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","TGFb Family"
"dec-1","FBgn0000427","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Chorion"
"dlp","FBgn0041604","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Glypican"
"dpp","FBgn0000490","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","TGFb Family"
"dpy","FBgn0053196","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"dsx-c73A","FBgn0261799","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"dy","FBgn0004511","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"dyl","FBgn0066365","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"Edg78E","FBgn0000551","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Edg84A","FBgn0000552","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Edg91","FBgn0004554","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"egr","FBgn0033483","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"Eh","FBgn0000564","Drosophila Matrisome Genes","Secreted Factors","",""
"Eig71Ee","FBgn0004592","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"eys","FBgn0031414","Homologs/Orthologs to Mammalian Core Matrisome Genes","Proteoglycans","",""
"fat-spondin","FBgn0026721","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Spondin"
"fog","FBgn0000719","Drosophila Matrisome Genes","Secreted Factors","",""
"fon","FBgn0032773","Drosophila Matrisome Genes","ECM-affiliated","","Clotting"
"frac","FBgn0035798","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"frm","FBgn0035612","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Fs","FBgn0259878","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"fs(1)M3","FBgn0005390","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"fs(1)N","FBgn0004650","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"galectin","FBgn0031213","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Galectin"
"Gasp","FBgn0026077","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Chitin-binding-domain-containing Proteins"
"gbb","FBgn0024234","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","TGFb Family"
"GCS2alpha","FBgn0027588","Drosophila Matrisome Genes","ECM-affiliated","","Clotting"
"gd","FBgn0000808","Drosophila Matrisome Genes","ECM Regulators","",""
"Gfrl","FBgn0262869","Drosophila Matrisome Genes","Secreted Factors","",""
"Glt","FBgn0001114","Drosophila Matrisome Genes","ECM Glycoproteins","","Basement Membrane"
"grk","FBgn0001137","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","EGFR Ligand"
"Hasp","FBgn0032797","Drosophila Matrisome Genes","ECM-affiliated","","Synaptic Matrix"
"hh","FBgn0004644","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"hig","FBgn0010114","Drosophila Matrisome Genes","ECM-affiliated","","Synaptic Matrix"
"Hil","FBgn0050147","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Transglutaminase"
"Hml","FBgn0029167","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"Idgf1","FBgn0020416","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Chitinase-like"
"Idgf2","FBgn0020415","Drosophila Matrisome Genes","Apical Matrix","","Chitinase-like"
"Idgf3","FBgn0020414","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Chitinase-like"
"Idgf4","FBgn0026415","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Chitinase-like"
"Idgf5","FBgn0064237","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Chitinase-like"
"Idgf6","FBgn0013763","Drosophila Matrisome Genes","Apical Matrix","","Chitinase-like"
"Ilp1","FBgn0044051","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Insulin Family"
"Ilp2","FBgn0036046","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Insulin Family"
"Ilp3","FBgn0044050","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Insulin Family"
"Ilp4","FBgn0044049","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Insulin Family"
"Ilp5","FBgn0044048","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Insulin Family"
"Ilp6","FBgn0044047","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Insulin Family"
"Ilp7","FBgn0044046","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","Insulin Family"
"ImpL2","FBgn0001257","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"Kal1","FBgn0039155","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","",""
"knk","FBgn0001321","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Krn","FBgn0052179","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","EGFR Ligand"
"Kul","FBgn0039688","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAM"
"kuz","FBgn0259984","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAM"
"l(2)34Fc","FBgn0261534","Drosophila Matrisome Genes","ECM Glycoproteins","",""
"l(3)mbn","FBgn0002440","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"LanA","FBgn0002526","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Basement Membrane; Laminin"
"LanB1","FBgn0261800","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Basement Membrane; Laminin"
"LanB2","FBgn0267348","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Basement Membrane; Laminin"
"Lcp1","FBgn0002531","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp2","FBgn0002533","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp3","FBgn0002534","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp4","FBgn0002535","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp6","FBgn0002537","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Lcp65Aa","FBgn0020645","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp65Ab1","FBgn0020644","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Lcp65Ab2","FBgn0020643","Drosophila Matrisome Genes","Apical Matrix","","Cuticle"
"Lcp65Ac","FBgn0020642","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp65Ad","FBgn0020641","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp65Ae","FBgn0020640","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp65Af","FBgn0020639","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp65Ag1","FBgn0020638","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp65Ag2","FBgn0020637","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp65Ag3","FBgn0086611","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Lcp9","FBgn0025578","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"lectin-21Ca","FBgn0040107","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-21Cb","FBgn0040106","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-22C","FBgn0259230","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-24A","FBgn0040104","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-24Db","FBgn0040102","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-28C","FBgn0040099","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-29Ca","FBgn0040098","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-30A","FBgn0040097","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-33A","FBgn0040096","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-37Da","FBgn0053532","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-37Db","FBgn0053533","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-46Ca","FBgn0040093","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"lectin-46Cb","FBgn0040092","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"Lectin-galC1","FBgn0016675","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"loh","FBgn0032252","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAMTS"
"Loxl1","FBgn0039848","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Lysyl Oxidase"
"Loxl2","FBgn0034660","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Lysyl Oxidase"
"m","FBgn0002577","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"magu","FBgn0262169","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","",""
"Manf","FBgn0027095","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"mav","FBgn0039914","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","TGFb Family"
"Megf8","FBgn0031981","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","",""
"Meltrin","FBgn0265140","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAM"
"mey","FBgn0039851","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"miple1","FBgn0027111","Drosophila Matrisome Genes","Secreted Factors","",""
"miple2","FBgn0029002","Drosophila Matrisome Genes","Secreted Factors","",""
"mmd","FBgn0259110","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","ADAM"
"Mmp1","FBgn0035049","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Matrix Metalloprotease"
"Mmp2","FBgn0033438","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Matrix Metalloprotease"
"Mp","FBgn0260660","Homologs/Orthologs to Mammalian Core Matrisome Genes","Collagens","","Basement Membrane"
"mspo","FBgn0020269","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Spondin"
"mtg","FBgn0260386","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"Muc11A","FBgn0052656","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Muc12Ea","FBgn0052602","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Muc14A","FBgn0052580","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Muc18B","FBgn0031000","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Muc26B","FBgn0040950","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Muc30E","FBgn0053300","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Muc4B","FBgn0052774","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Muc55B","FBgn0034294","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Muc68Ca","FBgn0036181","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Muc68D","FBgn0036203","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Muc68E","FBgn0053265","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Muc91C","FBgn0038642","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Muc96D","FBgn0051439","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Mur11Da","FBgn0052644","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Mur18B","FBgn0030999","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Mur29B","FBgn0051901","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Mur2B","FBgn0025390","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"Mur82C","FBgn0037260","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Mucin"
"Mur89F","FBgn0038492","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins; Mucin"
"myo","FBgn0026199","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","Secreted Factors","","TGFb Family"
"Ndg","FBgn0026403","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Basement Membrane"
"ndl","FBgn0002926","Drosophila Matrisome Genes","Apical Matrix","","Eggshell; Vitelline Membrane"
"nec","FBgn0002930","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Serpin"
"neo","FBgn0039704","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"NetA","FBgn0015773","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Netrin"
"NetB","FBgn0015774","Homologs/Orthologs to Mammalian Core Matrisome Genes","ECM Glycoproteins","","Netrin"
"ng1","FBgn0002933","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"ng2","FBgn0010294","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"ng3","FBgn0010295","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"ng4","FBgn0010296","Drosophila Matrisome Genes","Apical Matrix","","Glue"
"nolo","FBgn0051619","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","",""
"nompA","FBgn0016047","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"NT1","FBgn0261526","Drosophila Matrisome Genes","Secreted Factors","","Spaetzle Family"
"nw","FBgn0283508","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","C-type Lectin"
"nyo","FBgn0039852","Drosophila Matrisome Genes","Apical Matrix","","Zona Pellucida-domain-containing Proteins"
"obst-A","FBgn0031097","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; Chitin-binding-domain-containing Proteins"
"obst-B","FBgn0027600","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"obst-E","FBgn0031737","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"obst-F","FBgn0036947","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"obst-G","FBgn0036228","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"obst-H","FBgn0053983","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"obst-I","FBgn0052304","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"obst-J","FBgn0036940","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"Pburs","FBgn0264810","Drosophila Matrisome Genes","Secreted Factors","",""
"Pcp","FBgn0003046","Drosophila Matrisome Genes","Apical Matrix","","Cuticle; R&R Chitin-binding-domain-containing Proteins"
"Peritrophin-15a","FBgn0040959","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"Peritrophin-15b","FBgn0040958","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"Peritrophin-A","FBgn0022770","Drosophila Matrisome Genes","Apical Matrix","","Chitin-binding-domain-containing Proteins"
"Pex23","FBgn0052226","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM-affiliated","","Galectin"
"PH4alphaEFB","FBgn0039776","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
"PH4alphaMP","FBgn0026190","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
"PH4alphaNE1","FBgn0039780","Homologs/Orthologs to Mammalian Matrisome-Associated Genes","ECM Regulators","","Prolyl 4-Hydroxylase"
