"Gene","FBgn","Sub-group","Sub-sub-group","Confidence","Comments"
"CG44247","FBgn0265182","DNA-binding with transcription factor activity","","High",""
"CG44433","FBgn0265625","Maybe TF","","",""
"CG44434","FBgn0265626","Maybe TF","","",""
"CG44435","FBgn0265627","Maybe TF","","",""
"CG4496","FBgn0031894","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG45050","FBgn0266410","DNA-binding with transcription factor activity","","Medium",""
"CG45071","FBgn0266441","DNA-binding with transcription factor activity","","",""
"CG4553","FBgn0039336","DNA-binding with transcription factor activity","","Medium",""
"CG4557","FBgn0029912","DNA-binding with transcription factor activity","","",""
"CG4570","FBgn0037844","DNA-binding with transcription factor activity","","Medium",""
"CG4617","FBgn0029936","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"CG4707","FBgn0035036","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG4730","FBgn0039355","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG4820","FBgn0037876","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG4854","FBgn0038766","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG4882","FBgn0025336","DNA-binding with transcription factor activity","","",""
"CG4914","FBgn0036436","Maybe TF","","",""
"CG4935","FBgn0028897","Maybe TF","","",""
"CG4936","FBgn0038768","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG5147","FBgn0036775","DNA-binding with transcription factor activity","","",""
"CG5204","FBgn0032473","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG5245","FBgn0038047","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG5382","FBgn0038950","Maybe TF","","",""
"CG5641","FBgn0038046","DNA-binding with transcription factor activity","","",""
"CG5687","FBgn0035293","Maybe TF","","",""
"CG5708","FBgn0032196","Maybe TF","","",""
"CG5953","FBgn0032587","DNA-binding with transcription factor activity","MADF","Medium","TFscore=6"
"CG6254","FBgn0037794","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG6272","FBgn0036126","DNA-binding with transcription factor activity","bZIP","High","TFscore=5"
"CG6276","FBgn0038316","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"CG6470","FBgn0030933","DNA-binding with transcription factor activity","","Medium",""
"CG6654","FBgn0038301","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG6683","FBgn0035902","Maybe TF","MADF","","TFscore=NA"
"CG6686","FBgn0032388","DNA-binding with transcription factor activity","","",""
"CG6689","FBgn0037877","DNA-binding with transcription factor activity","THAP|zf-C2H2","Medium","TFscore=6"
"CG6701","FBgn0033889","DNA-binding with transcription factor activity","","Medium",""
"CG6765","FBgn0035903","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG6769","FBgn0030878","DNA-binding with transcription factor activity","","Medium",""
"CG6791","FBgn0037918","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG6808","FBgn0037921","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG6812","FBgn0036843","DNA-binding with transcription factor activity","","",""
"CG6813","FBgn0037923","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG6843","FBgn0036827","Maybe TF","","",""
"CG6885","FBgn0036810","Maybe TF","","",""
"CG6907","FBgn0031711","Maybe TF","","",""
"CG6937","FBgn0038989","Maybe TF","","",""
"CG7099","FBgn0032517","DNA-binding with transcription factor activity","","Medium",""
"CG7101","FBgn0030963","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7271","FBgn0036791","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7357","FBgn0038551","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7368","FBgn0036179","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7372","FBgn0036522","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7386","FBgn0035691","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7518","FBgn0038108","DNA-binding with transcription factor activity","","Medium",""
"CG7556","FBgn0030990","DNA-binding with transcription factor activity","SANT","Medium","TFscore=6"
"CG7691","FBgn0038626","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7745","FBgn0033616","Maybe TF","MADF","","TFscore=NA"
"CG7785","FBgn0038564","DNA-binding with transcription factor activity","","High",""
"CG7786","FBgn0034096","DNA-binding with transcription factor activity","bZIP","Medium","TFscore=6"
"CG7804","FBgn0036496","Maybe TF","","",""
"CG7818","FBgn0032016","DNA-binding with transcription factor activity","","",""
"CG7839","FBgn0036124","DNA-binding with transcription factor activity","CBF","","TFscore=NA"
"CG7928","FBgn0039740","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7963","FBgn0037584","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG7987","FBgn0038244","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG8089","FBgn0033993","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG8108","FBgn0027567","DNA-binding with transcription factor activity","","Medium",""
"CG8117","FBgn0030663","Co-factor","","",""
"CG8119","FBgn0030664","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"CG8159","FBgn0037619","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG8216","FBgn0033358","DNA-binding with transcription factor activity","PAX","Medium","TFscore=6"
"CG8301","FBgn0037717","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG8319","FBgn0037722","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG8388","FBgn0034062","DNA-binding with transcription factor activity","AT_hook|zf-C2H2","Medium","TFscore=6"
"CG8478","FBgn0037746","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG8578","FBgn0030699","DNA-binding with transcription factor activity","","Medium",""
"CG8765","FBgn0036900","DNA-binding with transcription factor activity","MADF","Medium","TFscore=6"
"CG8870","FBgn0038144","Maybe TF","","",""
"CG8909","FBgn0030706","DNA-binding with transcription factor activity","","Medium",""
"CG8924","FBgn0030710","DNA-binding with transcription factor activity","HTH_psq_like","Medium","TFscore=6"
"CG8944","FBgn0030680","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG8950","FBgn0034186","Maybe TF","","",""
"CG9215","FBgn0030659","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG9305","FBgn0032512","DNA-binding with transcription factor activity","Myb_DNA-binding","Medium","TFscore=6"
"CG9416","FBgn0034438","Maybe TF","","",""
"CG9609","FBgn0030787","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG9650","FBgn0029939","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CG9705","FBgn0036661","DNA-binding with transcription factor activity","","Medium",""
"CG9727","FBgn0037445","DNA-binding with transcription factor activity","RFX_DNA_binding","Medium","TFscore=6"
"CG9776","FBgn0027866","DNA-binding with transcription factor activity","","Medium",""
"CG9876","FBgn0034821","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"CG9879","FBgn0031444","DNA-binding with transcription factor activity","","",""
"CG9890","FBgn0034814","DNA-binding with transcription factor activity","","Medium",""
"CG9932","FBgn0262160","DNA-binding with transcription factor activity","zf-C2H2","","TFscore=6"
"Chd1","FBgn0250786","DNA-binding with transcription factor activity","","",""
"Chd3","FBgn0023395","DNA-binding with transcription factor activity","","",""
"CHES-1-like","FBgn0029504","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"Chi","FBgn0013764","Co-factor","","",""
"chinmo","FBgn0086758","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"chm","FBgn0028387","DNA-binding with transcription factor activity","zf-C2HC","Medium","TFscore=6"
"chn","FBgn0015371","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"Chro","FBgn0044324","Chromatin regulation","","",""
"ci","FBgn0004859","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"cic","FBgn0262582","DNA-binding with transcription factor activity","HMG_box","","TFscore=6"
"CkIIalpha-i1","FBgn0015025","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Clamp","FBgn0032979","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Clk","FBgn0023076","DNA-binding with transcription factor activity","HLH","High","TFscore=2"
"cnc","FBgn0262975","DNA-binding with transcription factor activity","bZIP","","TFscore=5"
"Cnot4","FBgn0051716","DNA-binding with transcription factor activity","","",""
"Cog7","FBgn0051040","Maybe TF","","",""
"comr","FBgn0034667","Chromatin regulation","","",""
"Coop","FBgn0263240","DNA-binding with transcription factor activity","BESS","","TFscore=6"
"CoRest","FBgn0261573","DNA-binding with transcription factor activity","Myb_DNA-binding|SANT","","TFscore=4"
"corto","FBgn0010313","Chromatin regulation","","",""
"Cp190","FBgn0000283","DNA-binding with transcription factor activity","","Medium",""
"crc","FBgn0000370","DNA-binding with transcription factor activity","bZIP","High","TFscore=3"
"CrebA","FBgn0004396","DNA-binding with transcription factor activity","bZIP","High","TFscore=1"
"CrebB","FBgn0265784","DNA-binding with transcription factor activity","","High",""
"CREG","FBgn0025456","DNA-binding with transcription factor activity","","",""
"crm","FBgn0000376","DNA-binding with transcription factor activity","","Medium",""
"croc","FBgn0014143","DNA-binding with transcription factor activity","Fork_head","High","TFscore=5"
"crol","FBgn0020309","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"crp","FBgn0001994","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"CSN5","FBgn0027053","Maybe TF","","",""
"ct","FBgn0004198","DNA-binding with transcription factor activity","CUT|Homeobox","High","TFscore=1"
"CtBP","FBgn0020496","Co-factor","","",""
"CTCF","FBgn0035769","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"CTPsyn","FBgn0266452","DNA-binding with transcription factor activity","BESS|MADF","","TFscore=6"
"cwo","FBgn0259938","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"cyc","FBgn0023094","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"CycC","FBgn0004597","Co-factor","","",""
"CycH","FBgn0022936","DNA-binding with transcription factor activity","","",""
"CycJ","FBgn0010317","Maybe TF","","",""
"CycK","FBgn0025674","Maybe TF","","",""
"CycT","FBgn0025455","Co-factor","","",""
"Cyp1","FBgn0004432","Maybe TF","","",""
"D","FBgn0000411","DNA-binding with transcription factor activity","HMG_box","High","TFscore=2"
"D1","FBgn0000412","DNA-binding with transcription factor activity","AT_hook","High","TFscore=5"
"D12","FBgn0027490","Maybe TF","","",""
"D19A","FBgn0022935","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"D19B","FBgn0022699","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"d4","FBgn0033015","DNA-binding with transcription factor activity","","",""
"da","FBgn0267821","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"dac","FBgn0005677","DNA-binding with transcription factor activity","Ski_Sno","High","TFscore=1"
"Dad","FBgn0020493","DNA-binding with transcription factor activity","","Medium",""
"dalao","FBgn0030093","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"dar1","FBgn0263239","DNA-binding with transcription factor activity","zf-C2H2","","TFscore=6"
"dati","FBgn0262636","DNA-binding with transcription factor activity","","",""
"Dbx","FBgn0261723","DNA-binding with transcription factor activity","Homeobox","","TFscore=NA"
"Deaf1","FBgn0013799","DNA-binding with transcription factor activity","SAND","High","TFscore=5"
"Debcl","FBgn0029131","Maybe TF","","",""
"Dek","FBgn0026533","Maybe TF","AT_hook","","TFscore=NA"
"Df31","FBgn0022893","Chromatin regulation","","",""
"Dfd","FBgn0000439","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"Dh44-R2","FBgn0033744","DNA-binding with transcription factor activity","","Medium",""
"Dif","FBgn0011274","DNA-binding with transcription factor activity","RHD|TIG","High","TFscore=1"
"dik","FBgn0030891","Chromatin regulation","","",""
"dimm","FBgn0023091","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"DIP1","FBgn0024807","Chromatin regulation","","",""
"Dip1","FBgn0040467","DNA-binding with transcription factor activity","","Medium",""
"Dip2","FBgn0040466","Maybe TF","THAP","","TFscore=NA"
"Dip3","FBgn0040465","DNA-binding with transcription factor activity","BESS","High","TFscore=1"
"disco","FBgn0000459","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=2"
"disco-r","FBgn0042650","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"dl","FBgn0260632","DNA-binding with transcription factor activity","RHD|TIG","High","TFscore=1"
"Dll","FBgn0000157","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"DLP","FBgn0031820","Maybe TF","","",""
"dlt","FBgn0024510","Maybe TF","","",""
"dm","FBgn0262656","DNA-binding with transcription factor activity","HLH","","TFscore=6"
"dmrt11E","FBgn0030477","DNA-binding with transcription factor activity","DM","Medium","TFscore=6"
"dmrt93B","FBgn0038851","DNA-binding with transcription factor activity","DM","Medium","TFscore=6"
"dmrt99B","FBgn0039683","DNA-binding with transcription factor activity","DM","Medium","TFscore=6"
"Doc1","FBgn0028789","DNA-binding with transcription factor activity","T-box","High","TFscore=1"
"Doc2","FBgn0035956","DNA-binding with transcription factor activity","T-box","Medium","TFscore=6"
"Doc3","FBgn0035954","DNA-binding with transcription factor activity","T-box","Medium","TFscore=6"
"dom","FBgn0020306","DNA-binding with transcription factor activity","","",""
"Dp","FBgn0011763","DNA-binding with transcription factor activity","E2F_TDP","High","TFscore=1"
"dp","FBgn0053196","Maybe TF","","",""
"dpn","FBgn0010109","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"Dr","FBgn0000492","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Dref","FBgn0015664","DNA-binding with transcription factor activity","zf-BED","High","TFscore=1"
"drm","FBgn0024244","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"dsf","FBgn0015381","DNA-binding with transcription factor activity","zf-C4","High","TFscore=1"
"Dsp1","FBgn0278608","DNA-binding with transcription factor activity","HMG_box","High","TFscore=5"
"dsx","FBgn0000504","DNA-binding with transcription factor activity","DM","High","TFscore=1"
"dve","FBgn0020307","DNA-binding with transcription factor activity","Homeobox","Medium","TFscore=6"
"dwg","FBgn0000520","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"dys","FBgn0039411","DNA-binding with transcription factor activity","HLH","High","TFscore=3"
"E(bx)","FBgn0000541","DNA-binding with transcription factor activity","AT_hook|DDT","Medium","TFscore=6"
"E(Pc)","FBgn0000581","Chromatin regulation","","",""
"e(r)","FBgn0011586","Co-factor","","",""
"E(spl)m3-HLH","FBgn0002609","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"E(spl)m5-HLH","FBgn0002631","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"E(spl)m7-HLH","FBgn0002633","DNA-binding with transcription factor activity","HLH","High","TFscore=3"
"E(spl)m8-HLH","FBgn0000591","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"E(spl)mbeta-HLH","FBgn0002733","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"E(spl)mdelta-HLH","FBgn0002734","DNA-binding with transcription factor activity","HLH","High","TFscore=2"
"E(spl)mgamma-HLH","FBgn0002735","DNA-binding with transcription factor activity","HLH","High","TFscore=2"
"E(var)3-9","FBgn0260243","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"e(y)1","FBgn0000617","DNA-binding with transcription factor activity","","",""
"e(y)2","FBgn0000618","DNA-binding with transcription factor activity","","",""
"e(y)3","FBgn0087008","Chromatin regulation","","High",""
"E(z)","FBgn0000629","DNA-binding with transcription factor activity","SANT","Medium","TFscore=6"
"E2f1","FBgn0011766","DNA-binding with transcription factor activity","E2F_TDP","High","TFscore=1"
"E2f2","FBgn0024371","DNA-binding with transcription factor activity","E2F_TDP","High","TFscore=2"
"E5","FBgn0008646","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"ea","FBgn0000533","Maybe TF","","",""
"ear","FBgn0026441","DNA-binding with transcription factor activity","","",""
"ecd","FBgn0000543","DNA-binding with transcription factor activity","","Medium",""
"EcR","FBgn0000546","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"edl","FBgn0023214","DNA-binding with transcription factor activity","","",""
"Efa6","FBgn0051158","Maybe TF","","",""
"eg","FBgn0000560","DNA-binding with transcription factor activity","zf-C4","Medium","TFscore=6"
"egg","FBgn0086908","DNA-binding with transcription factor activity","","Medium",""
"eIF-2gamma","FBgn0263740","Chromatin regulation","","",""
"Eip74EF","FBgn0000567","DNA-binding with transcription factor activity","Ets","High","TFscore=1"
"Eip75B","FBgn0000568","DNA-binding with transcription factor activity","zf-C4","Medium","TFscore=6"
"Eip78C","FBgn0004865","DNA-binding with transcription factor activity","zf-C4","Medium","TFscore=6"
"Eip93F","FBgn0264490","DNA-binding with transcription factor activity","HTH_psq","Medium","TFscore=6"
"elB","FBgn0004858","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"EloA","FBgn0039066","DNA-binding with transcription factor activity","","",""
"EloB","FBgn0023212","Co-factor","","",""
"EloC","FBgn0266711","Co-factor","","",""
"Elp1","FBgn0037926","Maybe TF","","",""
"Elp2","FBgn0033540","Maybe TF","","",""
"Elp3","FBgn0031604","Maybe TF","","",""
"emc","FBgn0000575","DNA-binding with transcription factor activity","HLH","High","TFscore=3"
"ems","FBgn0000576","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"en","FBgn0000577","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"enok","FBgn0034975","DNA-binding with transcription factor activity","","",""
"erm","FBgn0031375","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"ERR","FBgn0035849","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"esc","FBgn0000588","DNA-binding with transcription factor activity","","",""
"esg","FBgn0001981","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"Ets21C","FBgn0005660","DNA-binding with transcription factor activity","Ets","Medium","TFscore=6"
"Ets65A","FBgn0005658","DNA-binding with transcription factor activity","Ets","Medium","TFscore=6"
"Ets96B","FBgn0039225","DNA-binding with transcription factor activity","Ets","Medium","TFscore=6"
"Ets97D","FBgn0004510","DNA-binding with transcription factor activity","Ets","Medium","TFscore=6"
"Ets98B","FBgn0005659","DNA-binding with transcription factor activity","Ets","Medium","TFscore=6"
"eve","FBgn0000606","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"ewg","FBgn0005427","DNA-binding with transcription factor activity","Nrf1_DNA-bind","Medium","TFscore=6"
"exd","FBgn0000611","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"exex","FBgn0041156","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"exp","FBgn0033668","Maybe TF","","",""
"ey","FBgn0005558","DNA-binding with transcription factor activity","Homeobox|PAX","High","TFscore=1"
"eya","FBgn0000320","Maybe TF","","",""
"eyg","FBgn0000625","DNA-binding with transcription factor activity","Homeobox|PAX","High","TFscore=5"
"fand","FBgn0033859","Maybe TF","","",""
"Fcp1","FBgn0035026","Maybe TF","","",""
"fd102C","FBgn0039937","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"fd19B","FBgn0031086","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"fd3F","FBgn0264954","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"fd59A","FBgn0004896","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"fd64A","FBgn0004895","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"fd68A","FBgn0036134","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"fd96Ca","FBgn0004897","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"fd96Cb","FBgn0004898","DNA-binding with transcription factor activity","Fork_head","Medium","TFscore=6"
"Fer1","FBgn0037475","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"Fer2","FBgn0038402","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"Fer3","FBgn0037937","DNA-binding with transcription factor activity","HLH","High","TFscore=5"
"fkh","FBgn0000659","DNA-binding with transcription factor activity","Fork_head","High","TFscore=1"
"foxo","FBgn0038197","DNA-binding with transcription factor activity","Fork_head","High","TFscore=1"
"FoxP","FBgn0262477","DNA-binding with transcription factor activity","Fork_head","","TFscore=6"
"fru","FBgn0004652","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"fry","FBgn0016081","DNA-binding with transcription factor activity","","",""
"fs(1)h","FBgn0004656","DNA-binding with transcription factor activity","zeste","","TFscore=NA"
"fs(1)Ya","FBgn0000927","DNA-binding with transcription factor activity","","Medium",""
"ft","FBgn0001075","Maybe TF","","",""
"ftz","FBgn0001077","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"ftz-f1","FBgn0001078","DNA-binding with transcription factor activity","zf-C4","High","TFscore=1"
"fu2","FBgn0029173","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"G9a","FBgn0040372","Chromatin regulation","AT_hook","","TFscore=NA"
"GABA-B-R3","FBgn0031275","Maybe TF","","",""
"GABPI","FBgn0031495","Maybe TF","","",""
"Gas41","FBgn0031873","DNA-binding with transcription factor activity","","",""
"GATAd","FBgn0032223","DNA-binding with transcription factor activity","GATA","Medium","TFscore=6"
"GATAe","FBgn0038391","DNA-binding with transcription factor activity","GATA","High","TFscore=3"
"gce","FBgn0261703","DNA-binding with transcription factor activity","HLH","","TFscore=6"
"gcl","FBgn0005695","Maybe TF","","",""
"gcm","FBgn0014179","DNA-binding with transcription factor activity","GCM","High","TFscore=1"
"gcm2","FBgn0019809","DNA-binding with transcription factor activity","GCM","Medium","TFscore=6"
"Gcn5","FBgn0020388","Chromatin regulation","","",""
"gem","FBgn0050011","DNA-binding with transcription factor activity","CP2","Medium","TFscore=6"
"gl","FBgn0004618","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"glu","FBgn0015391","DNA-binding with transcription factor activity","","",""
"Glut4EF","FBgn0267336","DNA-binding with transcription factor activity","C-CLIP|zf-C2H2","","TFscore=NA"
"GNBP-like3","FBgn0034511","Maybe TF","","",""
"gol","FBgn0004919","Maybe TF","","",""
"Gr93a","FBgn0041229","DNA-binding with transcription factor activity","","",""
"grau","FBgn0001133","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"grh","FBgn0259211","DNA-binding with transcription factor activity","CP2","High","TFscore=1"
"grn","FBgn0001138","DNA-binding with transcription factor activity","GATA","High","TFscore=5"
"gro","FBgn0001139","DNA-binding with transcription factor activity","","",""
"grp","FBgn0261278","DNA-binding with transcription factor activity","","",""
"gsb","FBgn0001148","DNA-binding with transcription factor activity","Homeobox|PAX","High","TFscore=1"
"gsb-n","FBgn0001147","DNA-binding with transcription factor activity","Homeobox|PAX","High","TFscore=1"
"Gsc","FBgn0010323","DNA-binding with transcription factor activity","Homeobox","High","TFscore=1"
"gt","FBgn0001150","DNA-binding with transcription factor activity","bZIP","High","TFscore=1"
"Gug","FBgn0010825","DNA-binding with transcription factor activity","Myb_DNA-binding","High","TFscore=3"
"h","FBgn0001168","DNA-binding with transcription factor activity","HLH","High","TFscore=1"
"H","FBgn0001169","Co-factor","","",""
"H15","FBgn0016660","DNA-binding with transcription factor activity","T-box","Medium","TFscore=6"
"H2.0","FBgn0001170","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Hakai","FBgn0032812","DNA-binding with transcription factor activity","","Medium",""
"ham","FBgn0045852","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Hand","FBgn0032209","DNA-binding with transcription factor activity","HLH","High","TFscore=3"
"hang","FBgn0026575","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"hay","FBgn0001179","DNA-binding with transcription factor activity","","",""
"hb","FBgn0001180","DNA-binding with transcription factor activity","zf-C2H2","High","TFscore=1"
"hbn","FBgn0008636","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Hcf","FBgn0039904","DNA-binding with transcription factor activity","","",""
"her","FBgn0001185","DNA-binding with transcription factor activity","zf-C2H2","Medium","TFscore=6"
"Her","FBgn0030899","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"Hey","FBgn0027788","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"HGTX","FBgn0040318","DNA-binding with transcription factor activity","Homeobox","Medium","TFscore=6"
"HHEX","FBgn0038852","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"HIPP1","FBgn0037027","Maybe TF","","",""
"hkb","FBgn0261434","DNA-binding with transcription factor activity","zf-C2H2","","TFscore=5"
"HLH3B","FBgn0011276","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"HLH4C","FBgn0011277","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"HLH54F","FBgn0022740","DNA-binding with transcription factor activity","HLH","Medium","TFscore=6"
"Hmg-2","FBgn0026582","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"HmgD","FBgn0004362","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"HmgZ","FBgn0010228","DNA-binding with transcription factor activity","HMG_box","Medium","TFscore=6"
"Hmr","FBgn0001206","DNA-binding with transcription factor activity","MADF","","TFscore=NA"
"Hmx","FBgn0264005","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Hnf4","FBgn0004914","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"hng1","FBgn0034599","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"hng2","FBgn0037634","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"hng3","FBgn0035160","DNA-binding with transcription factor activity","BESS","Medium","TFscore=6"
"HP1b","FBgn0030082","Chromatin regulation","","",""
"HP1c","FBgn0039019","Chromatin regulation","","",""
"HP1e","FBgn0037675","Chromatin regulation","","",""
"HP6","FBgn0031613","DNA-binding with transcription factor activity","","",""
"Hr38","FBgn0014859","DNA-binding with transcription factor activity","zf-C4","High","TFscore=1"
"Hr39","FBgn0261239","DNA-binding with transcription factor activity","zf-C4","High","TFscore=1"
"Hr4","FBgn0264562","DNA-binding with transcription factor activity","zf-C4","Medium","TFscore=6"
"Hr46","FBgn0000448","DNA-binding with transcription factor activity","zf-C4","High","TFscore=1"
"Hr51","FBgn0034012","DNA-binding with transcription factor activity","zf-C4","Medium","TFscore=6"
"Hr78","FBgn0015239","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"Hr83","FBgn0037436","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"Hr96","FBgn0015240","DNA-binding with transcription factor activity","zf-C4","High","TFscore=5"
"hrg","FBgn0015949","Maybe TF","","",""
"Hsf","FBgn0001222","DNA-binding with transcription factor activity","HSF_DNA-bind","High","TFscore=1"
"Hsp60D","FBgn0032525","Maybe TF","","",""
"hth","FBgn0001235","DNA-binding with transcription factor activity","Homeobox","High","TFscore=2"
"ind","FBgn0025776","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"inv","FBgn0001269","DNA-binding with transcription factor activity","Homeobox","High","TFscore=5"
"Ipod","FBgn0030187","Chromatin regulation","","",""
"Iswi","FBgn0011604","DNA-binding with transcription factor activity","","Medium",""
